Whitehouse	The role for simulations in theory construction for the social sciences: Case studies concerning divergent modes of religiosity	2012	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/A2L78FGS
Thrane	Scandinavian Bronze Age	2001	No Description	2021-11-08	2021-11-08	https://doi.org/10.1007/978-1-4615-1187-8_23	http://zotero.org/groups/1051264/items/VFPNVMCN
Rustoiu	Thracian – Illyrians – Celts: Cultural Connections in the Northern Balkans in the 4th-3rd Centuries BC	2017	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/PZUJ5QUA
Dizdar	Late La Tene Settlements in the Vinkovci Region (Eastern Slavonia, Croatia): Centres of Trade and Exchange	2016	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/PDY3FTUK
Heilmann	Contextualising Bow Fibulae with Boeotian Shield Plates: Cultural Transfer Processes During Early Iron Age in the Central Balkan Area	2016	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/F7MIF9Y4
Garasanin	The Bronze Age in the Central Balkan Area	1982	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/4LADYUGQ
Vasic	Cremation Burials in the Morava Valley between 1300 and 750 BC	2013	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/B4ZJJTW7
Tasic	Historical Picture of Development of Bronze Age Cultures in Vojvodina	2004	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/UGUU9PLQ
Kapuran	Cotofeni-Kostolac Culture on the Territory of North-Eastern Serbia	2012	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/L8WAEEKP
Enea-Giurgiu	An Archaeometric Study of Early Copper Age Pottery from a Cave in Romania	2019	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/AI7XAWLW
Forenbaher	The Late Copper Age Architecture at Vucedol, Croatia	1994	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/NR7LVVAC
Semuc	Chapter 5: About Prehistoric Burial Rites, Rituals and Anthropological Data (Eneolithic-Iron Age)	2017	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/NNKDNLMU
Osgood	Chapter 4: Central and Eastern Europe	2000	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/NS723T54
Dumitrescu	Chapter 1: The Prehistory of Romania from the Earliest Times to 1000 B.C.	1982	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/9AC6FYPH
Bankoff	The Later Aeneolithic in Southeastern Europe	1990	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/7GRGBDG9
Needham	Death by Combat at the Dawn of the Bronze Age? Profiling the Dagger-Accompanied Burial from Racton, West Sussex	2017	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/QHEN2EZV
McIntosh	Handbook to Life in Prehistoric Europe	2006	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/Q4UJ7XVX
Peregrine	Scandinavian Iron Age	2001	No Description	2021-11-08	2021-11-08	https://doi.org/10.1007/978-1-4615-1187-8_24	http://zotero.org/groups/1051264/items/ASPSTQNZ
Lucy	Roman Iron Age	2001	No Description	2021-11-08	2021-11-08	https://doi.org/10.1007/978-1-4615-1187-8_21	http://zotero.org/groups/1051264/items/4R74T9FY
Gotzev	Characteristic of the Settlement System During the Early Iron Age in Ancient Thrace	1997	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/HC2NSGEM
Madsen	Settlement systems of early agricultural societies in east Jutland, Denmark: A regional study of change	1982	No Description	2021-11-08	2021-11-08	http://www.sciencedirect.com/science/article/pii/0278416582900137	http://zotero.org/groups/1051264/items/MDMKTMSV
Harding	The Regional Context of the Bulgarian Bronze Age	1983	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/X58DW35J
Chapman	Meaning and Illusion in the Study of Burial in Balkan Prehistory	1983	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/66JEQRDW
Kunchev	Neolithic Tools in Bulgaria	1983	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/K6EWNEZP
Allchin	Neolithic Cattle-Keepers of South India	1963	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/AFSSD9WT
Sinopoli	South Indian Iron Age	2003	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/G7QIA2W2
E.	New Evidence from the Early Bronze Age Cemetery at Manika, Chalkis.	1987	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/9FGAJF8X
Harding	European Societies in the Bronze Age	2000	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/UP6P7ACH
Gimbutas	The Prehistory of Eastern Europe	1956	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/2KXI4QCQ
Oliver	The Aegean Bronze Age	1994	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/DCWSGXGR
Bailey	Balkan Prehistory: Exclusion, Incorporation and Identity	2000	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/JW953FNQ
P.A.L.	Early Greek Warfare: Horsemen and Chariots in the Homeric and Archaic Ages	2010	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/3CJPSEKC
Alexander	Architecture and Social Structure in Early Iron Age Greece	2007	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/VCDN2MIC
Mervyn	A Euboean Warrior Trader	1995	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/HQFSNPDG
James	The Archaeology of Ancient Greece	2001	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/5TDZBCRK
Dias-Meirinho	Projectile weapon elements from the Upper Palaeolithic to the Neolithic	2020	No Description	2021-11-08	2021-11-08	https://www.academia.edu/1277351/Projectile_weapon_elements_from_the_Upper_Palaeolithic_to_the_Neolithic	http://zotero.org/groups/1051264/items/B2924WYL
No Author	Proceedings of the Prehistoric Society	1970	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/3QBH5XQD
Bradley	The Past in Prehistoric Societies	2002	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/MA7EE6X2
Fernández-Götz	The Complexity and Fragility of Early Iron Age Urbanism in West-Central Temperate Europe	2017	No Description	2021-11-08	2021-11-08	http://link.springer.com/10.1007/s10963-017-9108-5	http://zotero.org/groups/1051264/items/BFB627T7
Moore	Atlantic Europe in the First Millennium BC: Crossing the Divide	2011	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/FUGS4N4V
Bromwich	The Roman Remains of Northern and Eastern France: A Guidebook	2013	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/V44TT8T8
Wileman	Warfare in Northern Europe Before the Romans: Evidence from Archaeology	2014	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/PSG4ILC5
Coles	The Bronze Age in Europe: An Introduction to the Prehistory of Europe c.2000-700 B.C.	2014	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/KKJDLQDX
Sandars	Bronze Age Cultures in France	2015	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/2LCRMYE3
No Author	Jill Levine (@jilldluo) / Twitter	2020	No Description	2021-11-08	2021-11-08	https://twitter.com/compose/tweet	http://zotero.org/groups/1051264/items/TXYGPS3F
Talon	From Picardy to Flanders: Transmanche connections in the Bronze Age	2020	No Description	2021-11-08	2021-11-08	https://www.academia.edu/3652790/From_Picardy_to_Flanders_Transmanche_connections_in_the_Bronze_Age	http://zotero.org/groups/1051264/items/P45GXNMU
Soto	Bronze Age in Atlantic France around 1600 BC	0000	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/Y5KNVV54
Amkreutz	Appendices: Persistent Traditions: A long-term perspective on communities in the process of Neolithisation in the Lower Rhine Area (5500-2500 cal BC)	2013	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/VKTKQU7G
Champion	Prehistoric Europe	2016	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/4KF4HGWY
No Author	WarfareintheNeolithic.pdf	2020	No Description	2021-11-08	2021-11-08	https://faculty.uml.edu/ethan_spanier/Teaching/documents/WarfareintheNeolithic.pdf	http://zotero.org/groups/1051264/items/FJ89BGNV
Crabtree	Ancient Europe, 8000 B.C. to A.D. 1000: An Encyclopedia of the Barbarian World, 2 Volume set	2003	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/NBWVYC64
Augereau	Le mobilier en contexte funéraire chasséen dans le Bassin parisien	2020	No Description	2021-11-08	2021-11-08	https://www.academia.edu/11013321/Le_mobilier_en_contexte_fun%C3%A9raire_chass%C3%A9en_dans_le_Bassin_parisien	http://zotero.org/groups/1051264/items/MAHCC8UH
Vander Linden	To Tame a Land: Archaeological Cultures and the Spread of the Neolithic in Western Europe	2011	No Description	2021-11-08	2021-11-08	https://www.researchgate.net/publication/226317194_To_Tame_a_Land_Archaeological_Cultures_and_the_Spread_of_the_Neolithic_in_Western_Europe	http://zotero.org/groups/1051264/items/425GCBMX
Wells	Neolithic, Chalcolithic, and Early Bronze in West Mediterranean Europe	1986	No Description	2021-11-08	2021-11-08	https://www.cambridge.org/core/product/identifier/S000273160006234X/type/journal_article	http://zotero.org/groups/1051264/items/ZWALDDFH
Thorpe	The Origins of Agriculture in Europe	2003	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/WZL2V5KC
Piggott	ĀHAN	2011	No Description	2021-11-08	2021-11-08	http://www.iranicaonline.org/articles/ahan-iron	http://zotero.org/groups/1051264/items/G6QUH6ZM
McLaughlin	The Roman Empire and the Silk Routes: The Ancient World Economy & the Empires of Parthia, Central Asia & Han China	2016	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/VQ95HCUS
Ard	Giants in the Landscape: monumentality and Territories in the European Neolithic	2016	No Description	2021-11-08	2021-11-08	https://hal.archives-ouvertes.fr/hal-02022684	http://zotero.org/groups/1051264/items/LA79286V
Figueiredo	DEATH AND BURIAL IN ROMAN IBERIA: ROMANISATION AND CULTURAL RESISTANCE IN A WORLD OF DIVERSE BELIEFS AND PRACTICES	2019	No Description	2021-11-08	2021-11-08	https://www.academia.edu/8513802/DEATH_AND_BURIAL_IN_ROMAN_IBERIA_ROMANISATION_AND_CULTURAL_RESISTANCE_IN_A_WORLD_OF_DIVERSE_BELIEFS_AND_PRACTICES	http://zotero.org/groups/1051264/items/A76MYEPQ
Adkins	Handbook to Life in Ancient Rome	2014	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/PBKFCFHT
Quesada-Sanz	&quot;Two-wheeled light chariots, carts and wagons in the Iberian Peninsula during the Iron Age&quot;.	2019	No Description	2021-11-08	2021-11-08	https://www.academia.edu/726927/_Two-wheeled_light_chariots_carts_and_wagons_in_the_Iberian_Peninsula_during_the_Iron_Age_	http://zotero.org/groups/1051264/items/KFX66BZD
Noreña	Romanization in the Middle of Nowhere: The Case of Segobriga	2019	No Description	2021-11-08	2021-11-08	http://hdl.handle.net/2027/spo.9772151.0008.001	http://zotero.org/groups/1051264/items/SA75SR8X
Sanmartí	From the archaic states to romanization: A historical and evolutionary perspective on the Iberians	2009	No Description	2021-11-08	2021-11-08	https://www.researchgate.net/publication/40223865_From_the_archaic_states_to_romanization_A_historical_and_evolutionary_perspective_on_the_Iberians	http://zotero.org/groups/1051264/items/5E6CGDYX
Quesada	From quality to quantity: wealth, status and prestige in the Iberian Iron Agel	0000	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/UI4RUX8K
Alvarez-Sanchis	The Iron Age in Western Spain (800 BC-AD 50): An Overview	2019	No Description	2021-11-08	2021-11-08	https://www.academia.edu/2041444/The_Iron_Age_in_Western_Spain_800_BC-AD_50_An_Overview	http://zotero.org/groups/1051264/items/XKN48XDS
Pérez	Tartessos and the Phoenicians in Iberia	2016	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/CRILTYRK
Molinos	Settlement and continuity in the territory of the Guadalquivir Valley (6th Century B. C - 1st Century A. D.)	2019	No Description	2021-11-08	2021-11-08	https://www.academia.edu/28447555/Settlement_and_continuity_in_the_territory_of_the_Guadalquivir_Valley_6th_Century_B._C_-_1st_Century_A._D._	http://zotero.org/groups/1051264/items/DQER4FX8
Thurston	Unity and diversity in the European Iron Age: out of the mists, some clarity?	2019	No Description	2021-11-08	2021-11-08	https://www.academia.edu/8240056/Unity_and_diversity_in_the_European_Iron_Age_out_of_the_mists_some_clarity	http://zotero.org/groups/1051264/items/CHYMD6CY
Keay	Roman Spain	1988	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/JPMJBSA6
Brughmans	Understanding Inter-settlement Visibility in Iron Age and Roman Southern Spain with Exponential Random Graph Models for Visibility Networks	2015	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/GQ3458KH
Fitzpatrick	In His Hands and in His Head: The Amesbury Archer as a Metalworker	2009	No Description	2021-11-08	2021-11-08	https://www.academia.edu/5801021/The_Amesbury_Archer_as_a_Metalworker	http://zotero.org/groups/1051264/items/NU5FMNVR
Mercer	Summary	2008	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/3BB3CTST
Mercer	In Conclusion	2008	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/NDCEWH2X
Whittle	Neolithic Settlement Patterns in Temperate Europe: Progress and Problems	1987	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/JIXIPPBD
Lillios	European Megalithic	2001	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/7HGDJDCZ
Gerloff	Reinecke's ABC and the Chronology of the British Bronze Age	2007	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/TZU4XZ5V
O'Connor	Babylonian Mathematics	2019	No Description	2021-11-08	2021-11-08	http://mathshistory.st-andrews.ac.uk/HistTopics/Babylonian_mathematics.html	http://zotero.org/groups/1051264/items/R87ZF2BN
Blanco-González	The earliest villages in Iron Age Iberia (800–400 BC): A view from Cerro de San Vicente (Salamanca, Spain)	2018	No Description	2021-11-08	2021-11-08	https://www.researchgate.net/publication/322254090_The_earliest_villages_in_Iron_Age_Iberia_800-400_BC_A_view_from_Cerro_de_San_Vicente_Salamanca_Spain	http://zotero.org/groups/1051264/items/625SG3WX
Delfino	SOME ASPECTS OF PREHISTORIC AND PROTOHISTORIC METALLURGY IN LIGURIA (NORTH-WEST ITALY)	0000	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/2EVT9KMK
Sanz	Patterns of interaction: 'Celtic' and 'Iberian' weapons in Iron Age Spain!	0000	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/5HISA3K8
Bickle	Life and death of the longhouse: Daily life during and after the early Neolithic in the river valleys of the Paris Basin.	2008	No Description	2021-11-08	2021-11-08	http://orca.cf.ac.uk/54344/1/U584326.pdf	http://zotero.org/groups/1051264/items/QI2I2RVU
Praud	The first Early Neolithic settlements in northwest France	2018	No Description	2021-11-08	2021-11-08	https://journals.openedition.org/galliap/999?lang=en	http://zotero.org/groups/1051264/items/VHS4538X
No Author	A SURGICAL OPERATION OF 7000 YEARS AGO : THE OLDEST AMPUTATION DISCOVERED IN FRANCE	2010	No Description	2021-11-08	2021-11-08	https://www.inrap.fr/en/surgical-operation-7000-years-ago-oldest-amputation-discovered-france-12137	http://zotero.org/groups/1051264/items/EVR9I4ZG
Cornell, Timothy J.	Warfare and urbanization in Roman Italy	2005	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/RXPFFWI4
Díaz-del-Río	The Neolithic Argonauts of the Western Mediterranean and Other Underdetermined Hypotheses of Colonial Encounters	2019	No Description	2021-11-08	2021-11-08	https://www.academia.edu/1005263/The_Neolithic_Argonauts_of_the_Western_Mediterranean_and_Other_Underdetermined_Hypotheses_of_Colonial_Encounters	http://zotero.org/groups/1051264/items/R7C9CRX8
Sanjuán	The warrior stelae of the Iberian South-west: Symbols of power in ancestral landscapes	2019	No Description	2021-11-08	2021-11-08	https://www.academia.edu/1943552/_The_warrior_stelae_of_the_Iberian_South-west_Symbols_of_power_in_ancestral_landscapes._	http://zotero.org/groups/1051264/items/E5GFDUZD
Garrido-Pena	"""Bell Beakers in Iberia"" In M. Almagro (ed) (2014): Iberia. Protohistory of the far west of Europe : from Neolithic to roman conquest. Universidad de Burgos. Fundación de Burgos."	2019	No Description	2021-11-08	2021-11-08	https://www.academia.edu/8255475/_Bell_Beakers_in_Iberia_._In_M._Almagro_ed_2014_Iberia._Protohistory_of_the_far_west_of_Europe_from_Neolithic_to_roman_conquest._Universidad_de_Burgos._Fundaci%C3%B3n_de_Burgos	http://zotero.org/groups/1051264/items/ZK4EVCPA
Ralph	The Archaeology of Violence: Interdisciplinary Approaches	2013	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/B8GKYZAH
Diaz-Andreu	The Archaeology of Iberia: The Dynamics of Change	2013	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/TJTKJVF2
Wagner	Tartessos and the Orientalizing Elites	2019	No Description	2021-11-08	2021-11-08	https://www.academia.edu/2332702/Tartessos_and_the_Orientalizing_Elites	http://zotero.org/groups/1051264/items/46W7Q3NK
Caramé	The Copper Age Settlement of Valencina de la Concepción (Seville, Spain): Demography, Metallurgy and Spatial Organization	2010	No Description	2021-11-08	2021-11-08	https://www.researchgate.net/publication/50224000_The_Copper_Age_Settlement_of_Valencina_de_la_Concepcion_Seville_Spain_Demography_Metallurgy_and_Spatial_Organization	http://zotero.org/groups/1051264/items/54N7F8XP
Heath	Warfare in Neolithic Europe: An Archaeological and Anthropological Analysis	2017	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/H56N5RFN
Lull	The La Bastida fortification: new light and new questions on Early Bronze Age societies in the western Mediterranean	2014	No Description	2021-11-08	2021-11-08	https://www.cambridge.org/core/journals/antiquity/article/la-bastida-fortification-new-light-and-new-questions-on-early-bronze-age-societies-in-the-western-mediterranean/10B166F1E0B2EB6F3B529BA34E0C0831	http://zotero.org/groups/1051264/items/X3EUQFGU
Holst	Bronze Age ‘Herostrats’: Ritual, Political, and Domestic Economies in Early Bronze Age Denmark	2013	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/LA8RQH5B
Lambrick	The Later Bronze Age and Iron Age: Resource Assessment	2014	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/A2CJN3QF
Sheridan	Scottish Food Vessel Chronology Revisited	2004	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/VVBQWVQZ
Orschiedt	The LBK Enclosure at Herxheim: Theatre of War or Ritual Centre? References from Osteoarchaeological Investigations	2006	No Description	2021-11-08	2021-11-08	https://doi.org/10.1163/157407706778942330	http://zotero.org/groups/1051264/items/J8I4M329
No Author	The Prehistoric Society - Book Review	2019	No Description	2021-11-08	2021-11-08	https://www.ucl.ac.uk/prehistoric/reviews/05_09_midgley.htm	http://zotero.org/groups/1051264/items/IQ8SVBBI
Bradley	The Significance of Monuments: On the Shaping of Human Experience in Neolithic and Bronze Age Europe	2012	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/UGYH7ZQV
Zimmerman	(PDF) Estimations of Population Density for Selected Periods Between the Neolithic and AD 1800	2019	No Description	2021-11-08	2021-11-08	https://www.researchgate.net/publication/40036904_Estimations_of_Population_Density_for_Selected_Periods_Between_the_Neolithic_and_AD_1800	http://zotero.org/groups/1051264/items/AG8JUQB6
Gronenborn	(PDF) Population Dynamics, Social Resilience Strategies, and Adaptive Cycles in Early Farming Societies of SW Central Europe	2019	No Description	2021-11-08	2021-11-08	https://www.researchgate.net/publication/322486856_Population_Dynamics_Social_Resilience_Strategies_and_Adaptive_Cycles_in_Early_Farming_Societies_of_SW_Central_Europe	http://zotero.org/groups/1051264/items/WKWZ23JS
Keeley	Early Neolithic Forts and Villages in NE Belgium: A Preliminary Report	1989	No Description	2021-11-08	2021-11-08	www.jstor.org/stable/529888	http://zotero.org/groups/1051264/items/5F6QRVC9
Milisauskas	Linear Pottery	2001	No Description	2021-11-08	2021-11-08	https://www.springer.com/gp/book/9780306462580	http://zotero.org/groups/1051264/items/QH3NVJY4
Gronenborn	‘Adaptive Cycles’ and Climate Fluctuations - A Case Study from Linear Pottery Culture in Western Central Europe	2019	No Description	2021-11-08	2021-11-08	https://www.academia.edu/3260410/_Adaptive_Cycles_and_Climate_Fluctuations_-_A_Case_Study_from_Linear_Pottery_Culture_in_Western_Central_Europe	http://zotero.org/groups/1051264/items/RWYW7MEB
Claßen	(PDF) Tesselations and Triangulations - Understanding Early Neolithic social networks	2019	No Description	2021-11-08	2021-11-08	https://www.researchgate.net/publication/215506883_Tesselations_and_Triangulations_-_Understanding_Early_Neolithic_social_networks	http://zotero.org/groups/1051264/items/89MN3PRF
Pernicka	Höppner, B./Bartelheim, M./Huijsmans, M./Krauss, R./Martinek, K.-P./Pernicka, E./Schwab, R.: Prehistoric copper production in the Inn Valley (Austria), and the earliest copper in central Europe	2019	No Description	2021-11-08	2021-11-08	https://www.academia.edu/8090792/H%C3%B6ppner_B._Bartelheim_M._Huijsmans_M._Krauss_R._Martinek_K.-P._Pernicka_E._Schwab_R._Prehistoric_copper_production_in_the_Inn_Valley_Austria_and_the_earliest_copper_in_central_Europe	http://zotero.org/groups/1051264/items/SEKCSSJK
Pernicka	Prehistoric copper production in the Inn valley and the earliest copper in central Europe	2019	No Description	2021-11-08	2021-11-08	https://www.academia.edu/1192120/Prehistoric_copper_production_in_the_Inn_valley_and_the_earliest_copper_in_central_Europe	http://zotero.org/groups/1051264/items/EYLDCQMP
Helmer	Plaza settings and public interactions during the Formative Period in Nepeña, North-Central Coast of Peru	2019	No Description	2021-11-08	2021-11-08	https://www.researchgate.net/publication/327163265_Plaza_settings_and_public_interactions_during_the_Formative_Period_in_Nepena_North-Central_Coast_of_Peru	http://zotero.org/groups/1051264/items/HAA533BZ
Chapdelaine	Recent advances in Moche archaeology	2011	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/7QSF6DTM
Grenet	KIDARITES	2005	No Description	2021-11-08	2021-11-08	http://www.iranicaonline.org/articles/kidarites	http://zotero.org/groups/1051264/items/QJTDR7D7
Rubinson	Tillya Tepe: Aspects of Gender and Cultural Identity	2008	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/7EG2SBZU
kageyama	Change of suspension systems of daggers and swords in eastern Eurasia: Its relation to the Hephthalite occupation of Central Asia	2016	No Description	2021-11-08	2021-11-08	http://hdl.handle.net/2433/209942	http://zotero.org/groups/1051264/items/X3XJXIAC
Hildinger	Warriors Of The Steppe: Military History Of Central Asia, 500 BC To 1700 AD.	1997	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/CKRRCCRW
Vikrama	Ganges Neolithic	2002	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/U4F7KRKD
Nicolle	Arms and Armour of the Crusading Era, 1050-1350: Islam, Eastern Europe and Asia.	1999	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/M67ZUVQG
Joshi	Contribution of Deccan College to the Investigation of Iron Age Megalithic Culture of Peninsular India: A Review	2004	No Description	2021-11-08	2021-11-08	www.jstor.org/stable/42930637	http://zotero.org/groups/1051264/items/UXMCWNXB
Brubaker	Aspects of mortuary variability in the South Indian Iron Age	2001	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/KTD23CBA
Paddayya	The problem of ashmounds of southern Deccan in the light of Budihal excavations, Karnataka	2000	No Description	2021-11-08	2021-11-08	https://www.jstor.org/stable/pdf/42936616.pdf?refreqid=excelsior%3A2347aec06a891abb99c28bd1d93e79ac	http://zotero.org/groups/1051264/items/ZEND5B9P
Moorey	Where did they Bury the Kings of the IIIrd Dynasty of Ur?	1984	No Description	2021-11-08	2021-11-08	https://www.cambridge.org/core/journals/iraq/article/where-did-they-bury-the-kings-of-the-iiird-dynasty-of-ur/6C086629142E490A43BEA08F8AEA752D	http://zotero.org/groups/1051264/items/YJKZNUKC
Ur	The Sumerian World	2013	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/TTI86U9I
Crawford	Sumer and the Sumerians	2004	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/SGW8BNHZ
Adams	Heartland of cities: surveys of ancient settlement and land use on the central floodplain of the Euphrates	1981	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/4UNW5AEU
Hinz	Lost World Of Elam	1972	No Description	2021-11-08	2021-11-08	http://archive.org/details/in.ernet.dli.2015.108463	http://zotero.org/groups/1051264/items/IJF2WFKQ
Gabriel	The Ancient World: Soldiers Lives Through History	2007	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/SHZPP2DP
Joseph	The Crest of the Peacock: Non-European Roots of Mathematics (Third Edition)	2011	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/CSP6LRRC
Fischer-Bovet	Counting the Greeks in Egypt: Immigration in the first century of Ptolemaic rule	2011	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/6C59UFWH
Anthony	The Horse, the Wheel, and Language: How Bronze-Age Riders from the Eurasian Steppes Shaped the Modern World	2007	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/7MNNVQRA
Clarke	A History of Ironworking in Tibet: Centers of Production, Styles, and Techniques.	2006	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/QB2H5KGU
Hill	Physics and mechanics. Civil and hydraulic engineering. Industrial processes and manufacturing, and craft activities.	2000	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/VKN693JR
Litvinskiy	The Temple of the Oxus	1981	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/7SEE529F
Carter	Beyond the Ubaid: transformation and integration in the late prehistoric societies of the Middle East	2010	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/TQGGF5Y8
No Author	The Oxford Handbook of Ancient Iran	2013	No Description	2021-11-08	2021-11-08	https://www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199733309.001.0001/oxfordhb-9780199733309	http://zotero.org/groups/1051264/items/V3ID6LWJ
Vainberg	The Kalali-Gir 2 Ritual Center in Ancient Khwarazm	1994	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/RKRBCMG7
Askarov	The beginning of the Iron Age in Transoxania	1992	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/H6IXGED2
Mallory	Andronovo culture	1997	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/UQREU83A
Negmatov	States in North-Western Central Asia	1994	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/2ZC77C82
Lhuillier	Animal exploitation in the oases: an archaeozoological review of Iron Age sites in southern Central Asia	2017	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/P47UMRDJ
Lhuillier	Handmade painted ware in Koktepe: some elements for the chronology of early Iron Age in northern Sogdiana	2013	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/BRICCMFG
Arbuckle	The Rise of Cattle Cultures in Bronze Age Anatolia	2014	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/NG2M2NMD
Thompson	'Philadelphus' Procession: Dynastic Power in a Mediterranean Context	2000	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/VC96XHCH
