Shelach-Lavi,http://zotero.org/groups/1051264/items/SW5J4HBU,Main Issues in the Study of the Chinese Neolithic,{'date-parts': [['2018']]}
Jackson,http://zotero.org/groups/1051264/items/SRSFPJUQ,The New Science of Religious Change,"{'date-parts': [['2021', 1, 26]]}"
Varnum,http://zotero.org/groups/1051264/items/EJ5PCWIZ,Cultural change: The how and the why,{'date-parts': [['2017']]}
Lui,http://zotero.org/groups/1051264/items/59Q36EN6,Communal drinking rituals and social formations in the Yellow River valley of Neolithic China,{'date-parts': [['2021']]}
Singh Koli,http://zotero.org/groups/1051264/items/7STXZC7C,The Sikh and Sikhism,{'date-parts': [['1993']]}
No Author,http://zotero.org/groups/1051264/items/KY6TNHSZ,"Peter Green - Alexander the great and the hellenistic age-The Orion Publishing Group, ltd. (2007).pdf",0000
Lane Fox,http://zotero.org/groups/1051264/items/8ZNXX9CT,Alexander the Great,{'date-parts': [['2006']]}
Briant,http://zotero.org/groups/1051264/items/C9K9R5PC,From Cyrus to Alexander: A History of the Persian Empire,{'date-parts': [['2002']]}
Tafarodi,http://zotero.org/groups/1051264/items/RMB2T85I,When Different Becomes Similar: Compensatory Conformity in Bicultural Visible Minorities,"{'date-parts': [['2002', 8, 1]]}"
Shih,http://zotero.org/groups/1051264/items/EIU3BQA7,Stereotype Susceptibility: Identity Salience and Shifts in Quantitative Performance,"{'date-parts': [['1999', 1, 1]]}"
Salas,http://zotero.org/groups/1051264/items/9FVM7JRL,Social Complex Systems as Multiscale Phenomena: From the Genome to Animal Societies.,{'date-parts': [['2021']]}
Horton,http://zotero.org/groups/1051264/items/93P35DD6,Zanzibar and Pemba: The Archaeology of an Indian Ocean Archipelago,{'literal': 'forthcoming'}
Juma,http://zotero.org/groups/1051264/items/RUDF9R44,Unguja Ukuu,{'date-parts': [['2017']]}
Juma,http://zotero.org/groups/1051264/items/GGM3RG7F,Unguja Ukuu on Zanzibar: An archaeological study of early urbanism,{'date-parts': [['2004']]}
Stockreiter,http://zotero.org/groups/1051264/items/IR3JV8PD,"Islamic Law, Gender and Social Change in Post-Abolition Zanzibar",{'date-parts': [['2015']]}
Sutton,http://zotero.org/groups/1051264/items/EGD98Q6P,The East African coast: researching its history and archaeology,{'date-parts': [['2017']]}
Fleisher,http://zotero.org/groups/1051264/items/PB22FKSS,Town and Village,{'date-parts': [['2017']]}
Walsh,http://zotero.org/groups/1051264/items/RIRTGR9C,The Swahili language and its early history,{'date-parts': [['2017']]}
Beaujard,http://zotero.org/groups/1051264/items/95EQ2K86,The Progressive Integration of Eastern Africa into an Afro-Eurasian World-system,{'date-parts': [['2017']]}
Ray,http://zotero.org/groups/1051264/items/E7KV5BEU,Defining the Swahili,{'date-parts': [['2017']]}
Fitton,http://zotero.org/groups/1051264/items/VRKMQD48,Zanzibar,{'date-parts': [['2017']]}
Schwartz,http://zotero.org/groups/1051264/items/2HFFBQHC,Magistracy and Society in Colonial Brazil,{'date-parts': [['1970']]}
Férias de Sousa,http://zotero.org/groups/1051264/items/833N537N,Celeiro Comum de Grândola: da História Administrativa á produção de um instrumento de descrição documental,{'date-parts': [['2010']]}
Yang,http://zotero.org/groups/1051264/items/I5DXF22V,Cowrie Shells and Cowrie Money: A Global History,{'date-parts': [['2019']]}
Cuhaj,http://zotero.org/groups/1051264/items/DHRCPXPP,"Standard Catalogue of World Paper Money: General Issues, 1368-1960",{'date-parts': [['2014']]}
Costa,http://zotero.org/groups/1051264/items/Q4D5S7NI,Money Supply and the Credit Market in Early Modern Economies: The Case of Eighteenth-Century Lisbon,{'date-parts': [['2014']]}
Valle Salvino,http://zotero.org/groups/1051264/items/WACR37J5,Guerras de papel: Disputas e estratégias em torno da comunicação escrita na América portuguesa (c. 1650 – c. 1750),{'date-parts': [['2018']]}
Rebelo Paio,http://zotero.org/groups/1051264/items/A8N5EQS3,"Geometry, the Measure of the World",{'date-parts': [['2009']]}
Seabra Lopes,http://zotero.org/groups/1051264/items/V4NQA9H4,A cultura da medição em Portugal ao longo da história,{'date-parts': [['2005']]}
Barreiros,http://zotero.org/groups/1051264/items/4KG35WE3,"Urban Landscapes: Houses, Streets and Squares of 18th Century Lisbon",{'date-parts': [['2008']]}
Da Silva,http://zotero.org/groups/1051264/items/QIKN6MDF,O Exercito na Capitania da Bahia entre 1750-1762,{'date-parts': [['2002']]}
Camarinhas,http://zotero.org/groups/1051264/items/JFPUKVMF,Justice administration in early modern Portugal: Kingdom and empire in a bureaucratic continuum,{'date-parts': [['2013']]}
De Matos,http://zotero.org/groups/1051264/items/4DMPBRA7,"The Population of the Portuguese Estado da India, 1750–1820",{'date-parts': [['2011']]}
Disney,http://zotero.org/groups/1051264/items/SB2P8RNF,"A History of Portugal and the Portuguese Empire from Beginnings to 1807. Volume 2, The Portuguese Empire",{'literal': '2009b'}
Birmingham,http://zotero.org/groups/1051264/items/NNKB4C26,A Concise History of Portugal,{'date-parts': [['2003']]}
Disney,http://zotero.org/groups/1051264/items/TKKDT5CZ,"A History of Portugal and the Portuguese Empire from Beginnings to 1807. Volume 1, Portugal",{'literal': '2009a'}
Hoffman,http://zotero.org/groups/1051264/items/73CNA5KV,"Mysticism, Rationalism and Puritanism in Modern Omani Ibāḍism (18th–Early 20th Century)",{'date-parts': [['2015']]}
Pallaver,http://zotero.org/groups/1051264/items/C62TFXBJ,Currency of the Swahili World,{'date-parts': [['2017']]}
Prestholdt,http://zotero.org/groups/1051264/items/X97VIPZ7,Navigating the Early Modern World: Swahili Polities and the Continental-Oceanic Interface,{'date-parts': [['2017']]}
Wilkinson,http://zotero.org/groups/1051264/items/RIM8EFNG,"The Ibāḍī ""Imāma""",{'date-parts': [['1976']]}
Jones,http://zotero.org/groups/1051264/items/EHPCHGDM,A History of Modern Oman,{'date-parts': [['2015']]}
Gavrilets,http://zotero.org/groups/1051264/items/FZ8NVRKU,The dynamics of injunctive social norms,{'date-parts': [['2020']]}
Gethin,http://zotero.org/groups/1051264/items/Q2RRT9PS,"Brahmin Left versus Merchant Right: Changing Political Cleavages in 21 Western Democracies, 1948-2020",0000
Barth,http://zotero.org/groups/1051264/items/HAPKN7LN,Ethnic Groups and Boundaries: The Social Organization of Culture Difference,{'date-parts': [['1998']]}
Tainter,http://zotero.org/groups/1051264/items/6H85R3M5,Why collapse is so difficult to understand,{'date-parts': [['2015']]}
Storey,http://zotero.org/groups/1051264/items/XHPAZ7JQ,Requestioning the Classic Maya Collapse and the Fall of the Roman Empire: Slow Collapse,{'date-parts': [['2015']]}
Currie,http://zotero.org/groups/1051264/items/827XQNK4,Inequality and Institutions: A Review Essay on Why Nations Fail by Daron Acemoglu and James A. Robinson,{'date-parts': [['2013']]}
Mostern,http://zotero.org/groups/1051264/items/BRYSY7WG,"Comments on time, space and method for the study of commodity frontiers and the transformation of the global countryside",{'literal': 'undefined/ed'}
Alexander,http://zotero.org/groups/1051264/items/H5RHUJZ7,"Race in a godless world: atheism, race, and civilization, 1850–1914",{'date-parts': [['2019']]}
Whiting,http://zotero.org/groups/1051264/items/BBTHWU8T,Imperial Chinese Military History: 8000 BC - 1912 AD,{'date-parts': [['2002']]}
Goodenough,http://zotero.org/groups/1051264/items/BAX6HMH7,Under Heaven's Brow: Pre-Christian Religious Tradition in Chuuk,{'date-parts': [['2002']]}
Niyogi,http://zotero.org/groups/1051264/items/YLRQXQV8,The Gahadavala Dynasty,{'date-parts': [['1959']]}
Lahiri,http://zotero.org/groups/1051264/items/I7N6Z9H4,Indigenous States Of Northern India (circa 200 B.c. To 320 A.d.),{'date-parts': [['1974']]}
Faulseit,http://zotero.org/groups/1051264/items/QA5P5V9Z,"Collapse, resilience, and transformation in complex societies: modeling trends and understanding diversity",{'date-parts': [['2016']]}
Hunt,http://zotero.org/groups/1051264/items/GG64IMP4,Ecological Catastrophe and Collapse: The Myth of 'Ecocide' on Rapa Nui (Easter Island),{'date-parts': [['2009']]}
Bowersock,http://zotero.org/groups/1051264/items/7BBEWNPK,Review of The Collapse of Complex Societies,{'date-parts': [['1991']]}
Moreno Garcia,http://zotero.org/groups/1051264/items/68PUUY8M,"The state in ancient Egypt: power, challenges and dynamics",{'date-parts': [['2020']]}
Moreno Garcia,http://zotero.org/groups/1051264/items/F4DBJKI6,"Building the Pharaonic state: Territory, elite, and power in ancient Egypt during the 3rd millennium BCE",{'date-parts': [['2013']]}
Kamen,http://zotero.org/groups/1051264/items/YRK2VXUS,"Empire: how Spain became a world power, 1492-1763",{'date-parts': [['2004']]}
Singh,http://zotero.org/groups/1051264/items/FP34HQZJ,History of Ancient and Early Medieval India:  From the Stone Age to the 12th Century,"{'date-parts': [['2009', 2, 1]]}"
Thapar,http://zotero.org/groups/1051264/items/JW23PIM9,Asoka and the decline of the Mauryas,{'date-parts': [['2012']]}
Vigne,http://zotero.org/groups/1051264/items/PJNHFXGZ,The origins of animal domestication and husbandry: A major change in the history of humanity and the biosphere,"{'date-parts': [['2011', 3, 1]]}"
Deal,http://zotero.org/groups/1051264/items/BDCEG6Z5,Handbook to Life in Medieval and Early Modern Japan,{'date-parts': [['2006']]}
Whitehouse,http://zotero.org/groups/1051264/items/FUDM6GWB,Was there Ever an Axial Age?,{'date-parts': [['2019']]}
Rawson,http://zotero.org/groups/1051264/items/3PTK54Z3,Chariotry and Prone Burials: Reassessing Late Shang China’s Relationship with Its Northern Neighbours,"{'date-parts': [['2020', 6, 1]]}"
Chua,http://zotero.org/groups/1051264/items/3WX2XGJH,"The City and the City: Race, Nationalism, and Architecture in Early Twentieth-Century Bangkok","{'date-parts': [['2014', 9, 1]]}"
Bates,http://zotero.org/groups/1051264/items/2PGJ83T9,The analytical narrative project,{'date-parts': [['2000']]}
Chandler,http://zotero.org/groups/1051264/items/KET4NA6Q,The Emergence of Modern Southeast Asia: A New History,{'date-parts': [['2005']]}
Baker,http://zotero.org/groups/1051264/items/FVDASFPF,A History of Thailand,{'date-parts': [['2014']]}
James,http://zotero.org/groups/1051264/items/JNFN4ERB,The Fall of Ayutthaya: A Reassessment,{'date-parts': [['2000']]}
Ruangsilp,http://zotero.org/groups/1051264/items/FC8NP9DK,Kromluang Yothathep: King Narai’s Daughter and Ayutthaya Court Intrigue,"{'date-parts': [['2016', 11, 29]]}"
Sinha,http://zotero.org/groups/1051264/items/ZVWG9FPE,Psyche of the Garos,{'date-parts': [['1966']]}
Bradley,http://zotero.org/groups/1051264/items/7AUVLEH6,"Moral Order in a Time of Damnation: The ""Hikayat Patani"" in Historical Context",{'date-parts': [['2009']]}
Pombejra,http://zotero.org/groups/1051264/items/YYIESICH,A political history of Siam under the Prasatthong Dynasty 1629-1688,{'date-parts': [['1984']]}
McCauley,http://zotero.org/groups/1051264/items/FSSKIAVU,Bringing ritual to mind: Psychological foundations of cultural forms,{'date-parts': [['2002']]}
Murdock,http://zotero.org/groups/1051264/items/5IUSPV5V,Ethnographic Atlas: A summary,{'date-parts': [['1967']]}
McKay,http://zotero.org/groups/1051264/items/UAGQPC8P,Religion and morality,{'date-parts': [['2015']]}
Stausberg,http://zotero.org/groups/1051264/items/7PR3TTMM,Big Gods in review: introducing Ara Norenzayan and his critics,"{'date-parts': [['2014', 10, 2]]}"
Johnson,http://zotero.org/groups/1051264/items/ZB7Z2MM2,"The wrath of the academics: criticisms, applications, and extensions of the supernatural punishment hypothesis","{'date-parts': [['2018', 7, 3]]}"
Norenzayan,http://zotero.org/groups/1051264/items/T8T77ZFI,Big questions about Big Gods: response and discussion,"{'date-parts': [['2015', 10, 2]]}"
Norenzayan,http://zotero.org/groups/1051264/items/GYV76E7B,The cultural evolution of prosocial religions,{'date-parts': [['2016']]}
Baumard,http://zotero.org/groups/1051264/items/Q78W2FIS,Increased affluence explains the emergence of ascetic wisdoms and moralizing religions,{'date-parts': [['2015']]}
Raffield,http://zotero.org/groups/1051264/items/59F97HHW,Religious belief and cooperation: a view from Viking-Age Scandinavia,"{'date-parts': [['2019', 1, 2]]}"
Gray,http://zotero.org/groups/1051264/items/BH9M5W8B,Cultural macroevolution matters,"{'date-parts': [['2017', 7, 25]]}"
Watts,http://zotero.org/groups/1051264/items/EQ4VR99F,Broad supernatural punishment but not moralizing high gods precede the evolution of political complexity in Austronesia,"{'date-parts': [['2015', 4, 7]]}"
Peoples,http://zotero.org/groups/1051264/items/B4SN8PSQ,Subsistence and the evolution of religion,"{'date-parts': [['2012', 9, 1]]}"
Roes,http://zotero.org/groups/1051264/items/DGJCKWEH,Belief in moralizing gods,"{'date-parts': [['2003', 3, 1]]}"
Botero,http://zotero.org/groups/1051264/items/42ZUBUU6,The ecology of religious beliefs,"{'date-parts': [['2014', 11, 25]]}"
Shariff,http://zotero.org/groups/1051264/items/TYYJPC8L,Religious priming: A meta-analysis with a focus on prosociality,"{'date-parts': [['2016', 2, 1]]}"
Norenzayan,http://zotero.org/groups/1051264/items/7CI2Z4DJ,The origin and evolution of religious prosociality,"{'date-parts': [['2008', 10, 3]]}"
Henrich,http://zotero.org/groups/1051264/items/T836AIN9,"Markets, religion, community size, and the evolution of fairness and punishment","{'date-parts': [['2010', 3, 19]]}"
Johnson,http://zotero.org/groups/1051264/items/GGQQ3MCG,God’s punishment and public goods,"{'date-parts': [['2005', 12, 1]]}"
Bellah,http://zotero.org/groups/1051264/items/JDXCN6Q7,Religion in human evolution: From the Paleolithic to the Axial Age,{'date-parts': [['2011']]}
Darwin,http://zotero.org/groups/1051264/items/4MD7N3RN,The descent of man,{'date-parts': [['1871']]}
Beheim,http://zotero.org/groups/1051264/items/5YICALRY,Treatment of missing data determines conclusions regarding moralizing gods,{'date-parts': [['2019']]}
Beheim,http://zotero.org/groups/1051264/items/IFJ7XJLB,Treatment of missing data determines conclusions regarding moralizing gods,{'date-parts': [['2019']]}
Rawson,http://zotero.org/groups/1051264/items/2YBZJBFY,China and the steppe: reception and resistance,{'date-parts': [['2017']]}
Gronenborn,http://zotero.org/groups/1051264/items/ATBQP9LB,"Social diversity, social identity, and the emergence of surplus in the western central European Neolithic",{'date-parts': [['2018']]}
Hall,http://zotero.org/groups/1051264/items/2WGF9UFV,History of South East Asia,{'date-parts': [['1981']]}
Tapsel,http://zotero.org/groups/1051264/items/5RIK2EQ6,"Monarchs, Rulers, Dynasties, and Kingdoms of the World",{'date-parts': [['1983']]}
Middleton,http://zotero.org/groups/1051264/items/7N3PNVCB,"World monarchies and dynasties. Volume 1-3, A-Z",{'date-parts': [['2015']]}
Kosmin,http://zotero.org/groups/1051264/items/RKRHHKX8,Alexander the Great and the Seleucids in Iran,"{'date-parts': [['2013', 6, 21]]}"
Cœdès,http://zotero.org/groups/1051264/items/KKPI36Z4,The Indianized States of Southeast Asia,{'date-parts': [['1975']]}
Taylor,http://zotero.org/groups/1051264/items/Z3ERH5YQ,Journey Through the Afterlife: Ancient Egyptian Book of the Dead,{'date-parts': [['2010']]}
Higham,http://zotero.org/groups/1051264/items/465LQU8Q,The Civilization of Angkor,{'date-parts': [['2001']]}
Van de Mieroop,http://zotero.org/groups/1051264/items/XH38WEW5,A history of ancient Egypt,{'date-parts': [['2011']]}
Coe,http://zotero.org/groups/1051264/items/WG546NK7,Angkor and the Khmer Civilization,{'date-parts': [['2003']]}
Coedes,http://zotero.org/groups/1051264/items/T8XIHRM9,Angkor: an introduction,{'date-parts': [['1963']]}
Turchin,http://zotero.org/groups/1051264/items/Y6ZPA7AC,An integrative approach to estimating productivity in past societies using Seshat: Global History Databank:,{'date-parts': [['2021']]}
Jacobsen,http://zotero.org/groups/1051264/items/NKV35RCC,Lost Goddesses: The Denial of Female Power in Cambodian History,{'date-parts': [['2008']]}
Lee,http://zotero.org/groups/1051264/items/MCK4HC4T,Culture and Customs of the Hmong,"{'date-parts': [['2010', 9, 16]]}"
Cha,http://zotero.org/groups/1051264/items/597VZGRC,"Hmong American concepts of health, healing, and conventional medicine",{'date-parts': [['2003']]}
Branch,http://zotero.org/groups/1051264/items/3UWWADJS,The Enemy Within: Loyalists and the War against Mau Mau in Kenya,{'date-parts': [['2007']]}
Brown,http://zotero.org/groups/1051264/items/8TWNPDA5,Tacky's Revolt: The Story of an Atlantic Slave War,{'date-parts': [['2020']]}
Greer,http://zotero.org/groups/1051264/items/X6LP57HS,The Patriots and the People: The Rebellion of 1837 in Rural Lower Canada,{'date-parts': [['1993']]}
Norris,http://zotero.org/groups/1051264/items/AKIFN6WR,Repression and Rebellion: Britain's Response to the Arab Revolt in Palestine of 1936–39,{'date-parts': [['2008']]}
Murtagh,http://zotero.org/groups/1051264/items/CLSUKQ6G,The Williamite War 1689-91,{'date-parts': [['1993']]}
Carballo,http://zotero.org/groups/1051264/items/UCR9D3A3,"Religion, urbanism, and inequality in ancient central Mexico",{'date-parts': [['2017']]}
Hill,http://zotero.org/groups/1051264/items/L7YKMTH7,Killiecrankie and the Evolution of Highland Warfare,{'date-parts': [['1994']]}
Battlefields of Britain,http://zotero.org/groups/1051264/items/IESYQMP4,Jacobite Rebellions (1689–1746),{'date-parts': [['2019']]}
Battlefields Trust,http://zotero.org/groups/1051264/items/C5N6SJXZ,UK Battlefields Resource Centre - Stuart Uprisings - Monmouth's Rebellion - The Campaign,"{'date-parts': [['2001']], 'season': '2021'}"
Miller,http://zotero.org/groups/1051264/items/AZR2DPH3,James II,{'date-parts': [['2000']]}
Paddock,http://zotero.org/groups/1051264/items/B5U9U3LP,Covert Content in Codices Borgia and Nuttall,{'date-parts': [['1985']]}
Gavrilets,http://zotero.org/groups/1051264/items/QEAPXUIF,Evolving institutions for collective action by selective imitation and self-interested design,"{'date-parts': [['2021', 1, 1]]}"
Tverskoi,http://zotero.org/groups/1051264/items/E7I7E8XJ,"The dynamics of cooperation, power, and inequality in a group-structured society","{'date-parts': [['2021', 2, 7]]}"
O'Neal,http://zotero.org/groups/1051264/items/Z97E4U3F,Ghūrids,"{'date-parts': [['2015', 7, 1]]}"
Giraldo,http://zotero.org/groups/1051264/items/W4X45Z62,"Purpose, Belief and Political Action in the Sierra Nevada de Santa Marta",{'date-parts': [['2020']]}
O’Lemmon,http://zotero.org/groups/1051264/items/JVA8JK8J,"Spirit cults and Buddhist practice in Kep Province, Cambodia",{'date-parts': [['2014']]}
Work,http://zotero.org/groups/1051264/items/WLGA3R2G,Chthonic Sovereigns? ‘Neak Ta’ in a Cambodian Village,"{'date-parts': [['2019', 1, 1]]}"
Aymonier,http://zotero.org/groups/1051264/items/FQHBCJID,Notes sur les coutumes et croyances superstitieuses des Cambodgiens,"{'date-parts': [['1900']], 'season': '1984'}"
Diehl,http://zotero.org/groups/1051264/items/UFDGHT77,"Mesoamerica after the decline of Teotihuacan, A.D. 700-900",{'date-parts': [['1989']]}
Crowe,http://zotero.org/groups/1051264/items/XA8A6KU4,"War crimes, genocide, and justice: a global history",{'date-parts': [['2014']]}
Cornell,http://zotero.org/groups/1051264/items/23DHPZIG,The Beginnings of Rome: Italy and Rome from the Bronze Age to the Punic Wars (c. 1000–264 BC),{'date-parts': [['1995']]}
McDonough,http://zotero.org/groups/1051264/items/BW4PTWS7,"The Legs of the Throne: Kings, Elites, and Subjects in Sasanian Iran","{'date-parts': [['2011', 3, 21]]}"
Daryaee,http://zotero.org/groups/1051264/items/IG35FJMR,The Mongols in Iran,{'date-parts': [['2012']]}
Morgan,http://zotero.org/groups/1051264/items/VBHFPW42,The Decline and Fall of the Mongol Empire,{'date-parts': [['2009']]}
Hope,http://zotero.org/groups/1051264/items/HT4329NG,"Power, Politics, and Tradition in the Mongol Empire and the Ilkhanate of Iran",{'date-parts': [['2016']]}
Wing,http://zotero.org/groups/1051264/items/4GEU92A3,The Decline of the Ilkhanate and the Mamluk Sultanate's Eastern Frontier,{'date-parts': [['2007']]}
Stark,http://zotero.org/groups/1051264/items/X9XYAYXQ,Türk Khaganate,{'date-parts': [['2016']]}
Ganiev,http://zotero.org/groups/1051264/items/KB5926SZ,Climate extremes and the Eastern Turkic Empire in Central Asia,{'date-parts': [['2018']]}
Visnjic,http://zotero.org/groups/1051264/items/H9JPTNZX,"Rediscovering Democracy: A Review of The Decline and Rise of Democracy: A Global History from Antiquity to Today by David Stasavage (Princeton University Press, 2020)",{'date-parts': [['2020']]}
Turchin,http://zotero.org/groups/1051264/items/ABKQ9CUN,"The Great Escape: A Review Essay on Escape from Rome: The Failure of Empire and the Road to Prosperity by Walter Scheidel (Princeton University Press, 2019)",{'date-parts': [['2020']]}
Scheidel,http://zotero.org/groups/1051264/items/F5ASA5MJ,Escape from Rome: The Failure of Empire and the Road to Prosperity,"{'date-parts': [['2019', 10, 15]]}"
Terkel,http://zotero.org/groups/1051264/items/U38VAYKC,Hard Times: An Oral History of the Great Depression,"{'date-parts': [['2011', 7, 26]]}"
Bernanke,http://zotero.org/groups/1051264/items/QZVVPH64,Essays on the Great Depression,{'date-parts': [['2000']]}
Barua,http://zotero.org/groups/1051264/items/GJG4M3DC,The state at war in South Asia,{'date-parts': [['2005']]}
Clavin,http://zotero.org/groups/1051264/items/SGDQHGCW,"The great depression in Europe, 1929-1939",{'date-parts': [['2000']]}
Karabel,http://zotero.org/groups/1051264/items/RLND9BYJ,"The Chosen: The Hidden History of Admission and Exclusion at Harvard, Yale, and Princeton",{'date-parts': [['2005']]}
Calavita,http://zotero.org/groups/1051264/items/C85YX3ZT,U.S. Immigration Law and the Control of Labor: 1820-1924,"{'date-parts': [['2020', 7, 4]]}"
Watts,http://zotero.org/groups/1051264/items/NA43T8IC,The People's Tycoon: Henry Ford and the American Century,{'date-parts': [['2005']]}
Smiley,http://zotero.org/groups/1051264/items/NWVNDAZJ,Rethinking the Great Depression,"{'date-parts': [['2002', 7, 15]]}"
Domhoff,http://zotero.org/groups/1051264/items/SRF6N85W,"Class and Power in the New Deal: Corporate Moderates, Southern Democrats, and the Liberal-Labor Coalition","{'date-parts': [['2011', 6, 29]]}"
Gillani,http://zotero.org/groups/1051264/items/FJ5959TC,The administration of Abbasids caliphate: A fateful change in the muslim history,{'date-parts': [['2014']]}
Tillier,http://zotero.org/groups/1051264/items/BUFNEJFV,Women before the Qāḍī under the Abbasids,{'date-parts': [['2009']]}
Kurbanov,http://zotero.org/groups/1051264/items/E38NDCZI,Hephthalite Khanate,{'date-parts': [['2016']]}
Canepa,http://zotero.org/groups/1051264/items/IZMR8WVH,The two eyes of the Earth : art and ritual of kingship between Rome and Sasanian Iran,{'date-parts': [['2009']]}
James,http://zotero.org/groups/1051264/items/G34I3CX4,"Stratagems, Combat, and “Chemical Warfare” in the Siege Mines of Dura-Europos",{'date-parts': [['2011']]}
Drijvers,http://zotero.org/groups/1051264/items/VJAFA5CS,Rome and the Sassanid Empire: Confrontation and Coexistence,{'date-parts': [['2009']]}
Haigh,http://zotero.org/groups/1051264/items/F5N47UVZ,"English Reformations: Religion, Politics, and Society Under the Tudors",{'date-parts': [['1993']]}
Venning,http://zotero.org/groups/1051264/items/8YKYGEF8,A Chronology of Medieval British History 1307–1485,{'date-parts': [['2020']]}
Gaca,http://zotero.org/groups/1051264/items/ZJ5I7NH9,Telling the Girls from the Boys and Children: Interpreting Παȋδεϛ in the Sexual Violence of Populace-Ravaging Ancient Warfare,"{'date-parts': [['2010']], 'season': '2011'}"
Fischer-Bovet,http://zotero.org/groups/1051264/items/ZDPU73KU,Social Unrest and Ethnic Coexistence in Ptolemaic Egypt and the Seleucid Empire,{'date-parts': [['2015']]}
Warren,http://zotero.org/groups/1051264/items/JLUQ2Z9P,King John,{'date-parts': [['1078']]}
